content;level;topic;
Das Projekt erfordert sowohl technisches Wissen als auch kreative Ideen.;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Sowohl der Präsident als auch die Kanzlerin nahmen an der Konferenz teil.;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Ich habe heute weder Zeit noch Lust, einkaufen zu gehen.;B1.2;Zweiteilige Konjunktion: weder … noch;
Ich esse weder Fisch noch Fleisch.;B1.2;Zweiteilige Konjunktion: weder … noch;
Ich konnte ihn weder telefonisch noch per E-Mail erreichen.;B1.2;Zweiteilige Konjunktion: weder … noch;
Ich habe am Wochenende weder ferngesehen noch ein Buch gelesen.;B1.2;Zweiteilige Konjunktion: weder … noch;
Haben Sie weder Hunger noch Durst?;B1.2;Zweiteilige Konjunktion: weder … noch;
Gefällt Ihnen weder das blaue noch das rote Kleid?;B1.2;Zweiteilige Konjunktion: weder … noch;
Sprechen Sie weder Spanisch noch Italienisch?;B1.2;Zweiteilige Konjunktion: weder … noch;
Möchten Sie weder ins Kino noch ins Theater gehen?;B1.2;Zweiteilige Konjunktion: weder … noch;
Er hat auf meine Frage weder geantwortet noch reagiert.;B1.2;Zweiteilige Konjunktion: weder … noch;
Am Tatort wurden weder Fingerabdrücke noch andere Spuren gefunden.;B1.2;Zweiteilige Konjunktion: weder … noch;
Der Angeklagte zeigte weder Reue noch Verständnis.;B1.2;Zweiteilige Konjunktion: weder … noch;
Die neue Regelung betrifft weder Studenten noch Rentner.;B1.2;Zweiteilige Konjunktion: weder … noch;
Ich möchte alles wissen, was du über dieses Thema weisst.;B1.2;Relativsatz mit wo und was;
Das ist genau das, was ich mir vorgestellt habe.;B1.2;Relativsatz mit wo und was;
Ich erinnere mich gerne an den Ort, wo wir uns das erste Mal getroffen haben.;B1.2;Relativsatz mit wo und was;
Ich zeige dir die Stadt, wo ich aufgewachsen bin.;B1.2;Relativsatz mit wo und was;
Können Sie mir das erklären, was Sie nicht verstanden haben?;B1.2;Relativsatz mit wo und was;
Gibt es etwas, was Sie besonders interessiert?;B1.2;Relativsatz mit wo und was;
Kennen Sie ein gutes Restaurant, wo man draussen sitzen kann?;B1.2;Relativsatz mit wo und was;
Wo ist der Ordner, wo die Rechnungen abgelegt sind?;B1.2;Relativsatz mit wo und was;
Berlin ist die Stadt, wo die deutsche Regierung ihren Sitz hat.;B1.2;Relativsatz mit wo und was;
Alles, was er sagte, war gelogen.;B1.2;Relativsatz mit wo und was;
Das Beste, was man tun kann, ist, ehrlich zu sein.;B1.2;Relativsatz mit wo und was;
Das ist das Café, wo wir immer unseren Kaffee trinken.;B1.2;Relativsatz mit wo und was;
Ich finde das Geräusch von fliessendem Wasser sehr beruhigend.;B1.2;Partizip Präsens als Adjektiv;
Ich suche eine passende Antwort auf diese schwierige Frage.;B1.2;Partizip Präsens als Adjektiv;
Ich habe eine überraschende Nachricht erhalten.;B1.2;Partizip Präsens als Adjektiv;
Ich finde seine lachenden Augen sehr sympathisch.;B1.2;Partizip Präsens als Adjektiv;
Kennen Sie den amtierenden Bürgermeister?;B1.2;Partizip Präsens als Adjektiv;
Gibt es eine funktionierende Lösung für das Problem?;B1.2;Partizip Präsens als Adjektiv;
Ist das eine ausreichende Begründung?;B1.2;Partizip Präsens als Adjektiv;
Welche weiterführenden Schulen gibt es in dieser Stadt?;B1.2;Partizip Präsens als Adjektiv;
Der bellende Hund weckte die ganze Nachbarschaft.;B1.2;Partizip Präsens als Adjektiv;
Ein schlafendes Kind sollte man nicht wecken.;B1.2;Partizip Präsens als Adjektiv;
Kochendes Wasser kann gefährliche Verbrennungen verursachen.;B1.2;Partizip Präsens als Adjektiv;
Die aufgehende Sonne tauchte die Landschaft in ein warmes Licht.;B1.2;Partizip Präsens als Adjektiv;
Ich werde Sie morgen anrufen.;B1.2;Futur I;
Ich werde nächstes Jahr versuchen, mehr Sport zu treiben.;B1.2;Futur I;
Ich denke, ich werde mir ein neues Auto kaufen.;B1.2;Futur I;
Wir werden am Wochenende wahrscheinlich meine Eltern besuchen.;B1.2;Futur I;
Werden Sie zur Party kommen?;B1.2;Futur I;
Was werden Sie nach dem Studium machen?;B1.2;Futur I;
Wird es am Sonntag regnen?;B1.2;Futur I;
Wann werden wir uns wiedersehen?;B1.2;Futur I;
Der Zug wird in wenigen Minuten in den Bahnhof einfahren.;B1.2;Futur I;
In Zukunft werden viele Aufgaben von Robotern übernommen werden.;B1.2;Futur I;
Die Temperaturen werden in den nächsten Tagen weiter ansteigen.;B1.2;Futur I;
Die Konferenz wird im Konferenzsaal im ersten Stock stattfinden.;B1.2;Futur I;
Da ich müde bin, gehe ich heute früh ins Bett.;B1.2;Konjunktion: da;
Ich kann Ihnen helfen, da ich gerade Zeit habe.;B1.2;Konjunktion: da;
Ich nehme den Bus, da mein Auto in der Werkstatt ist.;B1.2;Konjunktion: da;
Ich habe gut gelernt, da ich die Prüfung bestehen will.;B1.2;Konjunktion: da;
Kommen Sie später, da Sie noch etwas erledigen müssen?;B1.2;Konjunktion: da;
Können wir das Fenster schliessen, da es draussen kalt wird?;B1.2;Konjunktion: da;
Bleiben wir heute zu Hause, da das Wetter so schlecht ist?;B1.2;Konjunktion: da;
Brauchen Sie Hilfe, da die Aufgabe sehr schwierig aussieht?;B1.2;Konjunktion: da;
Da die Nachfrage sehr hoch ist, werden die Preise steigen.;B1.2;Konjunktion: da;
Die Veranstaltung wurde abgesagt, da zu wenige Anmeldungen eingegangen sind.;B1.2;Konjunktion: da;
Er wurde befördert, da er sehr gute Arbeit geleistet hat.;B1.2;Konjunktion: da;
Da die Strasse gesperrt ist, muss eine Umleitung gefahren werden.;B1.2;Konjunktion: da;
Seit ich in dieser Stadt wohne, fühle ich mich viel wohler.;B1.2;Konjunktion: seit/seitdem;
Ich habe ihn nicht mehr gesehen, seitdem er umgezogen ist.;B1.2;Konjunktion: seit/seitdem;
Seitdem ich Yoga mache, bin ich viel entspannter.;B1.2;Konjunktion: seit/seitdem;
Ich rauche nicht mehr, seit ich krank war.;B1.2;Konjunktion: seit/seitdem;
Wie geht es Ihnen, seit Sie den neuen Job angefangen haben?;B1.2;Konjunktion: seit/seitdem;
Haben Sie etwas von ihr gehört, seitdem sie im Ausland ist?;B1.2;Konjunktion: seit/seitdem;
Fühlen Sie sich besser, seit Sie die Medikamente nehmen?;B1.2;Konjunktion: seit/seitdem;
Hat sich viel verändert, seitdem Sie weg waren?;B1.2;Konjunktion: seit/seitdem;
Seitdem das neue Gesetz in Kraft getreten ist, gibt es viele Diskussionen.;B1.2;Konjunktion: seit/seitdem;
Die Kriminalitätsrate ist gesunken, seit mehr Polizei auf den Strassen ist.;B1.2;Konjunktion: seit/seitdem;
Er ist viel glücklicher, seit er seine neue Partnerin kennengelernt hat.;B1.2;Konjunktion: seit/seitdem;
Seitdem die Fabrik geschlossen wurde, haben viele Menschen ihre Arbeit verloren.;B1.2;Konjunktion: seit/seitdem;
Ich warte hier, bis du fertig bist.;B1.2;Konjunktion: bis;
Ich arbeite heute, bis ich alle meine Aufgaben erledigt habe.;B1.2;Konjunktion: bis;
Ich habe so lange gelesen, bis mir die Augen zugefallen sind.;B1.2;Konjunktion: bis;
Wir können uns unterhalten, bis der Film anfängt.;B1.2;Konjunktion: bis;
Wie lange müssen Sie noch arbeiten, bis Sie Feierabend haben?;B1.2;Konjunktion: bis;
Warten wir, bis der Regen aufhört?;B1.2;Konjunktion: bis;
Müssen Sie sparen, bis Sie sich das Auto leisten können?;B1.2;Konjunktion: bis;
Wie lange dauert es, bis das Essen fertig ist?;B1.2;Konjunktion: bis;
Man muss die Suppe rühren, bis sie cremig wird.;B1.2;Konjunktion: bis;
Die Verhandlungen dauerten, bis beide Seiten eine Einigung erzielten.;B1.2;Konjunktion: bis;
Der Patient muss im Krankenhaus bleiben, bis er wieder ganz gesund ist.;B1.2;Konjunktion: bis;
Er wiederholte die Übung, bis er sie fehlerfrei konnte.;B1.2;Konjunktion: bis;
Ich spare Geld, indem ich weniger auswärts esse.;B1.2;Konjunktion: indem;
Ich lerne neue Vokabeln am besten, indem ich sie mehrmals aufschreibe.;B1.2;Konjunktion: indem;
Ich versuche, mich zu entspannen, indem ich tief durchatme.;B1.2;Konjunktion: indem;
Ich halte mich fit, indem ich regelmässig joggen gehe.;B1.2;Konjunktion: indem;
Wie kann man eine Sprache schnell lernen? Indem man sie täglich spricht?;B1.2;Konjunktion: indem;
Wie haben Sie das Problem gelöst? Indem Sie eine neue Software installiert haben?;B1.2;Konjunktion: indem;
Wie kann man Stress reduzieren? Indem man Sport treibt?;B1.2;Konjunktion: indem;
Wie kann man die Umwelt schützen? Indem man zum Beispiel Müll trennt.;B1.2;Konjunktion: indem;
Man kann das Gerät einschalten, indem man den roten Knopf drückt.;B1.2;Konjunktion: indem;
Der Dieb gelangte ins Haus, indem er ein Fenster einschlug.;B1.2;Konjunktion: indem;
Er verbesserte seine Noten, indem er jeden Tag eine Stunde lernte.;B1.2;Konjunktion: indem;
Man kann das Risiko minimieren, indem man die Sicherheitsvorschriften beachtet.;B1.2;Konjunktion: indem;
Ich bin aus dem Haus gegangen, ohne zu frühstücken.;B1.2;Konjunktionen: ohne dass/ohne zu;
Ich habe die Entscheidung getroffen, ohne dass ich mit jemandem darüber gesprochen habe.;B1.2;Konjunktionen: ohne dass/ohne zu;
Ich kann dieses Lied nicht hören, ohne an dich zu denken.;B1.2;Konjunktionen: ohne dass/ohne zu;
Ich habe den Vertrag unterschrieben, ohne ihn genau zu lesen.;B1.2;Konjunktionen: ohne dass/ohne zu;
Können Sie einen Kuchen backen, ohne ein Rezept zu benutzen?;B1.2;Konjunktionen: ohne dass/ohne zu;
Sind Sie wirklich gegangen, ohne dass Sie sich verabschiedet haben?;B1.2;Konjunktionen: ohne dass/ohne zu;
Kann man eine Sprache lernen, ohne die Grammatik zu verstehen?;B1.2;Konjunktionen: ohne dass/ohne zu;
Verstehen Sie den Film, ohne dass Sie die Untertitel lesen?;B1.2;Konjunktionen: ohne dass/ohne zu;
Er verliess den Raum, ohne dass es jemand bemerkte.;B1.2;Konjunktionen: ohne dass/ohne zu;
Sie beantwortete die Frage, ohne lange zu zögern.;B1.2;Konjunktionen: ohne dass/ohne zu;
Das Auto fuhr weiter, ohne an der roten Ampel zu halten.;B1.2;Konjunktionen: ohne dass/ohne zu;
Das Kind schlief ein, ohne dass man ihm eine Geschichte vorlesen musste.;B1.2;Konjunktionen: ohne dass/ohne zu;
Ausser dir habe ich heute noch niemanden gesehen.;B1.2;Präposition: ausser + Dativ;
Ich esse alles ausser Fisch.;B1.2;Präposition: ausser + Dativ;
Alle meine Freunde waren auf der Party ausser meinem besten Freund.;B1.2;Präposition: ausser + Dativ;
Ich habe alle Aufgaben erledigt ausser der letzten.;B1.2;Präposition: ausser + Dativ;
Wer kommt noch zur Party ausser Paul und Lena?;B1.2;Präposition: ausser + Dativ;
Gibt es noch etwas zu besprechen ausser diesem Punkt?;B1.2;Präposition: ausser + Dativ;
Hat jemand die Antwort gewusst ausser der Lehrerin?;B1.2;Präposition: ausser + Dativ;
Was kann man hier machen ausser wandern?;B1.2;Präposition: ausser + Dativ;
Alle waren mit dem Vorschlag einverstanden ausser einem Kollegen.;B1.2;Präposition: ausser + Dativ;
Das Museum ist täglich geöffnet ausser montags.;B1.2;Präposition: ausser + Dativ;
Die Strasse war leer ausser ein paar parkenden Autos.;B1.2;Präposition: ausser + Dativ;
Niemand wusste von dem Plan ausser dem Chef.;B1.2;Präposition: ausser + Dativ;
Ich bin gestern zur Geburtstagsfeier meiner Freundin eingeladen worden.;B1.2;Passiv Perfekt;
Ich bin froh, dass das Problem endlich gelöst worden ist.;B1.2;Passiv Perfekt;
Ich glaube, mein Fahrrad ist gestohlen worden.;B1.2;Passiv Perfekt;
Ich bin noch nie von der Polizei kontrolliert worden.;B1.2;Passiv Perfekt;
Ist das Paket schon geliefert worden?;B1.2;Passiv Perfekt;
Sind die Fenster schon geputzt worden?;B1.2;Passiv Perfekt;
Von wem ist dieses wunderschöne Bild gemalt worden?;B1.2;Passiv Perfekt;
Wann ist dieses Schloss gebaut worden?;B1.2;Passiv Perfekt;
Das neue Gesetz ist vom Parlament verabschiedet worden.;B1.2;Passiv Perfekt;
Der Dieb ist auf frischer Tat ertappt worden.;B1.2;Passiv Perfekt;
Die Brücke ist wegen Sturmschäden gesperrt worden.;B1.2;Passiv Perfekt;
Viele alte Bäume sind durch den Sturm entwurzelt worden.;B1.2;Passiv Perfekt;
Als Kind wurde ich oft von meinen Grosseltern betreut.;B1.2;Passiv Präteritum;
Ich wurde gebeten, eine kurze Rede zu halten.;B1.2;Passiv Präteritum;
Ich kann mich nicht erinnern, wann ich das letzte Mal gefragt wurde.;B1.2;Passiv Präteritum;
Wir wurden freundlich am Empfang begrüsst.;B1.2;Passiv Präteritum;
Wurden Sie über die Änderungen informiert?;B1.2;Passiv Präteritum;
Wo wurde der letzte James-Bond-Film gedreht?;B1.2;Passiv Präteritum;
Wann wurde die Berliner Mauer gebaut?;B1.2;Passiv Präteritum;
Von wem wurde Amerika entdeckt?;B1.2;Passiv Präteritum;
Das Gebäude wurde im Zweiten Weltkrieg zerstört.;B1.2;Passiv Präteritum;
Der Brief wurde gestern zugestellt.;B1.2;Passiv Präteritum;
Früher wurden Briefe mit der Hand geschrieben.;B1.2;Passiv Präteritum;
Die Türen wurden um 22 Uhr geschlossen.;B1.2;Passiv Präteritum;
Ich suche nach einer günstigeren Lösung für mein Problem.;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Ich glaube, das war die beste Entscheidung meines Lebens.;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Ich wünsche mir eine grössere Wohnung mit einem sonnigeren Balkon.;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Das ist der interessanteste Film, den ich je gesehen habe.;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Gibt es einen schnelleren Weg zum Flughafen?;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Welches ist das höchste Gebäude der Welt?;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Kennen Sie ein besseres Restaurant in dieser Gegend?;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Was ist die schwierigste Sprache, die Sie gelernt haben?;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Der schnellere Läufer gewann das Rennen.;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Das ist die schönste Aussicht der ganzen Region.;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Er kaufte das teuerste Auto im ganzen Autohaus.;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
Ein klügerer Mensch hätte anders gehandelt.;B1.2;Adjektivdeklination mit Komparativ und Superlativ;
    ;;;
